
########################################################################## 
################################ Settings ################################ 
########################################################################## 

Note: Using Linear eps. decay. + distance to apple reward.

####### Environment settings ####### : 
screen_size: (600, 600)
snake_block_size: (30, 30)
grid_size: 20
apple_reward: 2.0
death_punishment: -2.0
closer_2_apple_reward: 0.0005
longer_from_apple_punishment: -0.0005
max_iterations: 2000


####### Hyperparameters ####### : 
batch_size: 128
 gamma: 0.99
 initial_epsilon: 0.5
 minimal_epsilon: 0.0
 epsilon_decay_rate: 0.0011
 target_update_frequency: 10
 learning_rate: 0.0001
 memory_size: 1000000
 n_episodes: 900
 
####### Optimizer ####### : 
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 0.0001
    maximize: False
    weight_decay: 0
)

####### Loss function ####### : 
MSELoss()

####### Network structure #######: 
DeepQNetwork(
  (lin1): Linear(in_features=18, out_features=540, bias=True)
  (lin2): Linear(in_features=540, out_features=270, bias=True)
  (lin3): Linear(in_features=270, out_features=4, bias=True)
  (rectifier1): ReLU()
)

########################################################################## 
################################## DATA ################################## 
########################################################################## 
    steps:              scores:             rewards:             epsilon:
       0.0                  0.0              -2.0005                  0.5
      17.0                  0.0               -2.004                  0.5
      18.0                  0.0              -2.0045                  0.5
       8.0                  0.0  -1.9965000000000002                  0.5
      21.0                  0.0               -2.004                  0.5
       7.0                  0.0               -2.003                  0.5
      22.0                  0.0  -1.9995000000000003                  0.5
      17.0                  0.0  -2.0050000000000003                  0.5
       5.0                  0.0               -2.003                  0.5
      32.0                  0.0  -1.9935000000000003               0.4901
      47.0                  0.0  -2.0060000000000002                0.489
       3.0                  0.0  -2.0020000000000002               0.4879
       5.0                  0.0               -2.003               0.4868
      20.0                  0.0              -2.0055               0.4857
      51.0                  1.0 0.0009999999999990017               0.4846
      47.0                  0.0               -2.004               0.4835
       9.0                  0.0               -2.003               0.4824
      71.0                  0.0  -1.9960000000000002               0.4813
     103.0                  0.0  -2.0090000000000003               0.4802
      94.0                  0.0  -1.9905000000000002  0.47909999999999997
      30.0                  0.0              -2.0065                0.478
      21.0                  0.0  -2.0060000000000002               0.4769
      19.0                  0.0               -1.999               0.4758
      11.0                  0.0  -2.0060000000000002               0.4747
       3.0                  0.0  -2.0020000000000002               0.4736
      26.0                  0.0  -2.0075000000000003               0.4725
     273.0                  0.0  -1.9940000000000002               0.4714
     469.0                  1.0 0.011000000000002785               0.4703
     859.0                  1.0 0.010000000000001119               0.4692
     782.0                  2.0   2.0115000000000003               0.4681
     201.0                  1.0 0.010000000000002007  0.46699999999999997
     504.0                  2.0   2.0214999999999983               0.4659
     111.0                  0.0  -1.9960000000000002               0.4648
      54.0                  1.0 0.009500000000000508               0.4637
     187.0                  4.0    6.023999999999997               0.4626
     252.0                  0.0  -1.9945000000000002               0.4615
    1064.0                  3.0               4.0145               0.4604
     700.0                  1.0  0.00749999999999984               0.4593
     498.0                  2.0   2.0294999999999974               0.4582
     921.0                  0.0               -2.004               0.4571
     285.0                  0.0               -1.995                0.456
     424.0                  1.0 0.0014999999999996128  0.45489999999999997
     108.0                  0.0  -1.9995000000000003               0.4538
       3.0                  0.0  -2.0020000000000002               0.4527
     191.0                  1.0 0.003999999999997339               0.4516
     571.0                  0.0               -2.007               0.4505
      44.0                  0.0  -1.9915000000000003               0.4494
      65.0                  1.0 0.004000000000000892               0.4483
       2.0                  0.0              -2.0005               0.4472
     701.0                  2.0    2.023999999999998               0.4461
       0.0                  0.0              -2.0005                0.445
     566.0                  3.0    4.015499999999998               0.4439
     224.0                  0.0  -1.9915000000000003  0.44279999999999997
     168.0                  1.0  0.00649999999999995               0.4417
     671.0                  1.0 0.012000000000002231               0.4406
      72.0                  4.0    6.017499999999998               0.4395
     459.0                  0.0  -2.0050000000000003               0.4384
      62.0                  0.0  -1.9975000000000003               0.4373
      12.0                  0.0  -1.9995000000000003               0.4362
    1098.0                  1.0 -0.0035000000000000586               0.4351
     494.0                  2.0    2.016500000000002                0.434
     173.0                  2.0    2.016000000000003               0.4329
     292.0                  0.0              -2.0085  0.43179999999999996
     201.0                  1.0 0.006000000000000227  0.43069999999999997
     261.0                  0.0               -1.999               0.4296
     396.0                  1.0 0.0015000000000000568               0.4285
       0.0                  0.0              -2.0005               0.4274
     398.0                  4.0    6.017500000000007               0.4263
    1392.0                  4.0   6.0234999999999985               0.4252
     787.0                  1.0 0.0050000000000003375               0.4241
      18.0                  0.0              -2.0005                0.423
     418.0                  1.0 0.007500000000001172               0.4219
     820.0                  4.0    6.029499999999996               0.4208
       9.0                  0.0               -2.004  0.41969999999999996
     538.0                  3.0    4.012499999999999  0.41859999999999997
      21.0                  0.0                 -2.0               0.4175
     307.0                  0.0  -2.0010000000000003               0.4164
     203.0                  0.0               -2.003               0.4153
    1119.0                  0.0               -1.993               0.4142
     207.0                  0.0  -2.0060000000000002               0.4131
      20.0                  0.0              -2.0025                0.412
     420.0                  2.0    2.011500000000003               0.4109
     995.0                  0.0  -2.0090000000000003               0.4098
     258.0                  0.0              -2.0095               0.4087
      38.0                  0.0              -2.0015  0.40759999999999996
     189.0                  0.0               -1.997               0.4065
       0.0                  0.0              -2.0005               0.4054
      66.0                  0.0              -2.0015               0.4043
       3.0                  0.0               -1.999               0.4032
     107.0                  0.0               -2.004               0.4021
      48.0                  0.0  -2.0035000000000003                0.401
      23.0                  0.0  -1.9980000000000002               0.3999
     251.0                  0.0  -2.0020000000000002               0.3988
     263.0                  2.0   2.0070000000000037               0.3977
      15.0                  0.0  -2.0050000000000003               0.3966
       7.0                  0.0  -2.0010000000000003  0.39549999999999996
     322.0                  0.0              -2.0045               0.3944
      42.0                  0.0  -2.0035000000000003               0.3933
     390.0                  2.0   2.0045000000000024               0.3922
     179.0                  1.0 -0.0050000000000003375               0.3911
     265.0                  1.0 0.008999999999999453                 0.39
     155.0                  4.0    6.021000000000004               0.3889
     191.0                  1.0 -0.001000000000000778               0.3878
       0.0                  0.0              -2.0005               0.3867
     149.0                  1.0 0.0039999999999995595               0.3856
     152.0                  0.0  -2.0035000000000003               0.3845
      50.0                  0.0  -1.9965000000000002  0.38339999999999996
      92.0                  1.0 0.004500000000000615               0.3823
       2.0                  0.0              -2.0015               0.3812
      42.0                  1.0 0.009500000000002284               0.3801
     283.0                  0.0               -1.989                0.379
