
########################################################################## 
################################ Settings ################################ 
########################################################################## 

Note: Using Linear eps. decay. + distance to apple reward.

####### Environment settings ####### : 
screen_size: (600, 600)
snake_block_size: (30, 30)
grid_size: 20
apple_reward: 2.0
death_punishment: -2.0
closer_2_apple_reward: 0.0005
longer_from_apple_punishment: -0.0005
max_iterations: 2000


####### Hyperparameters ####### : 
batch_size: 128
 gamma: 0.99
 initial_epsilon: 1.0
 minimal_epsilon: 0.0
 epsilon_decay_rate: 0.02
 target_update_frequency: 10
 learning_rate: 0.0001
 memory_size: 1000000
 n_episodes: 900
 
####### Optimizer ####### : 
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 0.0001
    maximize: False
    weight_decay: 0
)

####### Loss function ####### : 
MSELoss()

####### Network structure #######: 
DeepQNetwork(
  (lin1): Linear(in_features=18, out_features=540, bias=True)
    1014.0                 52.0   102.29850000000096                  0.0
    1843.0                 73.0    144.5209999999998                  0.0
    1080.0                 53.0   104.35350000000115                  0.0
    1203.0                 57.0   112.38500000000117                  0.0
    1392.0                 60.0   118.41550000000127                  0.0
     342.0                 25.0    48.16750000000023                  0.0
     928.0                 54.0   106.31950000000107                  0.0
     609.0                 34.0    66.24100000000055                  0.0
     173.0                 11.0   20.080999999999953                  0.0
     691.0                 39.0    76.25000000000072                  0.0
     788.0                 47.0    92.30550000000079                  0.0
    1187.0                 60.0   118.37900000000131                  0.0
    1824.0                 76.0   150.47249999999946                  0.0
     892.0                 47.0    92.31250000000101                  0.0
     610.0                 33.0    64.21950000000037                  0.0
     927.0                 49.0     96.3210000000009                  0.0
    1700.0                 68.0     134.431500000001                  0.0
    1104.0                 55.0   108.37250000000121                  0.0
    1384.0                 63.0   124.40650000000142                  0.0
    1133.0                 65.0   128.42600000000118                  0.0
     875.0                 45.0    88.31000000000081                  0.0
    1157.0                 49.0    96.38200000000113                  0.0
    1406.0                 59.0   116.43250000000137                  0.0
     938.0                 52.0   102.35750000000112                  0.0
    1269.0                 55.0   108.35000000000103                  0.0
     427.0                 25.0    48.17900000000023                  0.0
     688.0                 40.0    78.24550000000053                  0.0
     377.0                 24.0    46.14600000000022                  0.0
     879.0                 44.0    86.35900000000093                  0.0
     980.0                 55.0   108.37750000000123                  0.0
    1040.0                 56.0   110.32450000000102                  0.0
     922.0                 53.0   104.35350000000113                  0.0
    1508.0                 63.0   124.47650000000162                  0.0
    1538.0                 66.0   130.43750000000122                  0.0
    1109.0                 57.0   112.41500000000134                  0.0
     520.0                 33.0     64.2175000000004                  0.0
     920.0                 47.0    92.33650000000092                  0.0
    1148.0                 45.0    88.34350000000093                  0.0
     589.0                 36.0    70.24000000000068                  0.0
     514.0                 30.0    58.19250000000036                  0.0
     924.0                 50.0     98.2975000000009                  0.0
     595.0                 41.0    80.24200000000064                  0.0
     968.0                 51.0    100.3065000000009                  0.0
     990.0                 49.0    96.37650000000106                  0.0
    1135.0                 58.0   114.43200000000135                  0.0
     382.0                 28.0    54.17050000000026                  0.0
     120.0                 10.0   18.057499999999997                  0.0
    1150.0                 55.0    108.4185000000012                  0.0
    1313.0                 61.0   120.37600000000127                  0.0
     836.0                 42.0     82.2755000000008                  0.0
     837.0                 46.0     90.3060000000008                  0.0
    1343.0                 66.0    130.4420000000011                  0.0
     771.0                 47.0    92.31000000000066                  0.0
    1353.0                 59.0    116.3950000000014                  0.0
    1458.0                 63.0   124.45150000000133                  0.0
    1098.0                 57.0   112.40250000000128                  0.0
     780.0                 45.0    88.26750000000075                  0.0
     585.0                 32.0    62.25100000000039                  0.0
    1061.0                 53.0   104.37900000000121                  0.0
    1482.0                 66.0    130.4715000000007                  0.0
     758.0                 41.0    80.27350000000081                  0.0
     562.0                 40.0    78.24050000000067                  0.0
    1280.0                 61.0    120.3795000000012                  0.0
     734.0                 42.0    82.25550000000058                  0.0
    1075.0                 50.0    98.31700000000096                  0.0
    2212.0                 77.0   152.52749999999907                  0.0
    1724.0                 67.0   132.48150000000132                  0.0
    1397.0                 66.0    130.4700000000011                  0.0
    1110.0                 57.0   112.42150000000137                  0.0
     228.0                 16.0    30.10549999999989                  0.0
     764.0                 45.0    88.27550000000083                  0.0
    1220.0                 54.0   106.36850000000098                  0.0
     912.0                 43.0    84.31050000000084                  0.0
    1104.0                 57.0   112.38250000000124                  0.0
     701.0                 42.0    82.29500000000073                  0.0
     488.0                 27.0   52.216500000000245                  0.0
    1380.0                 64.0   126.47350000000152                  0.0
     882.0                 46.0    90.31150000000078                  0.0
     450.0                 34.0    66.19650000000043                  0.0
    1508.0                 61.0   120.44250000000143                  0.0
    1091.0                 52.0   102.34900000000103                  0.0
    2003.0                 86.0   170.63599999999835                  0.0
     735.0                 40.0     78.2920000000008                  0.0
     947.0                 50.0    98.34700000000082                  0.0
     924.0                 45.0    88.34150000000086                  0.0
     655.0                 45.0    88.26700000000066                  0.0
    1206.0                 53.0   104.39850000000118                  0.0
    1494.0                 64.0    126.4355000000014                  0.0
    1120.0                 55.0   108.38250000000117                  0.0
     601.0                 41.0    80.26000000000077                  0.0
     794.0                 46.0    90.26150000000067                  0.0
    1079.0                 52.0     102.354000000001                  0.0
    1672.0                 71.0    140.4135000000008                  0.0
    2058.0                 73.0   144.48849999999945                  0.0
    1272.0                 65.0   128.47350000000148                  0.0
    1184.0                 53.0   104.35650000000103                  0.0
    1754.0                 68.0   134.50550000000086                  0.0
     531.0                 38.0    74.22800000000049                  0.0
     916.0                 45.0    88.30650000000087                  0.0
     750.0                 38.0    74.31850000000071                  0.0
    1565.0                 65.0    128.4660000000014                  0.0
     824.0                 51.0   100.32150000000084                  0.0
     732.0                 43.0    84.31450000000073                  0.0
     800.0                 51.0   100.28950000000094                  0.0
     966.0                 50.0    98.39350000000135                  0.0
    1939.0                 82.0    162.5029999999991                  0.0
    1140.0                 53.0   104.39250000000125                  0.0
     965.0                 59.0   116.35300000000113                  0.0
    1339.0                 68.0    134.4450000000012                  0.0
     449.0                 28.0    54.19800000000034                  0.0
     944.0                 50.0    98.35350000000103                  0.0
    1321.0                 62.0   122.40300000000133                  0.0
     900.0                 49.0      96.324500000001                  0.0
    1840.0                 73.0   144.50849999999974                  0.0
     653.0                 32.0    62.27000000000045                  0.0
    1071.0                 54.0   106.37600000000113                  0.0
     544.0                 40.0    78.22650000000056                  0.0
    1076.0                 55.0   108.38250000000127                  0.0
    1339.0                 65.0   128.46100000000118                  0.0
     513.0                 29.0     56.1970000000004                  0.0
    1466.0                 69.0   136.45750000000075                  0.0
    1636.0                 77.0   152.48549999999938                  0.0
     763.0                 41.0    80.27700000000068                  0.0
     698.0                 41.0    80.28650000000074                  0.0
    1306.0                 56.0   110.39050000000125                  0.0
    1222.0                 63.0   124.41050000000133                  0.0
    1442.0                 64.0   126.44050000000136                  0.0
    1200.0                 60.0    118.4325000000013                  0.0
     915.0                 49.0    96.33500000000097                  0.0
     982.0                 59.0   116.38050000000125                  0.0
     749.0                 41.0    80.29200000000084                  0.0
    1066.0                 57.0   112.39950000000125                  0.0
    1099.0                 49.0    96.33800000000109                  0.0
    1576.0                 74.0   146.52249999999964                  0.0
    1222.0                 65.0   128.43550000000144                  0.0
    1160.0                 61.0    120.4275000000014                  0.0
    1454.0                 64.0   126.44950000000158                  0.0
    1204.0                 61.0   120.44450000000143                  0.0
    1108.0                 56.0    110.3875000000013                  0.0
    1307.0                 62.0   122.44600000000152                  0.0
     918.0                 47.0    92.28050000000086                  0.0
    1171.0                 59.0   116.37200000000125                  0.0
    1025.0                 58.0   114.38300000000119                  0.0
     792.0                 48.0    94.32650000000092                  0.0
    1012.0                 54.0   106.39350000000107                  0.0
    1082.0                 53.0    104.4495000000014                  0.0
    1005.0                 53.0   104.38700000000111                  0.0
    1470.0                 57.0   112.38450000000115                  0.0
    1060.0                 57.0    112.3715000000012                  0.0
    1266.0                 70.0    138.4535000000006                  0.0
     862.0                 49.0      96.358500000001                  0.0
    1021.0                 57.0   112.33500000000114                  0.0
    1180.0                 60.0   118.35050000000123                  0.0
    1092.0                 59.0    116.3725000000013                  0.0
    1943.0                 80.0   158.57299999999861                  0.0
    1050.0                 54.0   106.35250000000106                  0.0
    1395.0                 67.0   132.45900000000094                  0.0
      77.0                  6.0   10.036000000000012                  0.0
    1312.0                 61.0   120.38850000000129                  0.0
    1182.0                 61.0   120.44650000000146                  0.0
     900.0                 49.0    96.34850000000097                  0.0
    1508.0                 67.0    132.4255000000007                  0.0
     913.0                 52.0   102.34500000000106                  0.0
    2006.0                 75.0   148.47450000000018                  0.0
     529.0                 29.0    56.18200000000027                  0.0
     865.0                 52.0   102.30700000000091                  0.0
    1534.0                 72.0    142.4265000000005                  0.0
     811.0                 46.0    90.29200000000084                  0.0
     328.0                 23.0   44.148500000000055                  0.0
    1541.0                 68.0   134.45400000000066                  0.0
    1676.0                 73.0   144.51250000000007                  0.0
    1426.0                 72.0    142.4584999999999                  0.0
    1014.0                 50.0    98.37650000000102                  0.0
     855.0                 44.0    86.33000000000084                  0.0
    1164.0                 56.0   110.35950000000115                  0.0
    1189.0                 59.0   116.42200000000143                  0.0
    1980.0                 86.0   170.62149999999878                  0.0
    1546.0                 62.0    122.4185000000014                  0.0
    1047.0                 53.0   104.33900000000098                  0.0
     266.0                 17.0     32.1314999999999                  0.0
    1356.0                 70.0   138.46950000000044                  0.0
     811.0                 45.0    88.29800000000071                  0.0
     706.0                 44.0    86.28450000000076                  0.0
     301.0                 24.0   46.121000000000066                  0.0
    1038.0                 51.0    100.3365000000011                  0.0
    1090.0                 56.0   110.36550000000115                  0.0
    1368.0                 68.0   134.40950000000072                  0.0
    1311.0                 67.0   132.43500000000094                  0.0
    1136.0                 57.0    112.3995000000013                  0.0
     800.0                 51.0    100.2895000000008                  0.0
     656.0                 43.0     84.2685000000007                  0.0
     943.0                 52.0   102.37100000000112                  0.0
     531.0                 33.0    64.22200000000058                  0.0
    1089.0                 60.0   118.41600000000145                  0.0
     632.0                 40.0    78.27950000000075                  0.0
     931.0                 55.0   108.31600000000095                  0.0
    1081.0                 50.0     98.3770000000011                  0.0
    1582.0                 74.0   146.52050000000023                  0.0
    1495.0                 65.0    128.4500000000013                  0.0
    1347.0                 73.0   144.47400000000042                  0.0
    1152.0                 62.0   122.40350000000143                  0.0
    1525.0                 63.0   124.36800000000129                  0.0
     890.0                 50.0    98.33750000000101                  0.0
    1528.0                 67.0   132.45150000000066                  0.0
     674.0                 39.0    76.27450000000069                  0.0
    1685.0                 69.0   136.44200000000052                  0.0
    1126.0                 59.0   116.40150000000125                  0.0
    1412.0                 69.0   136.45650000000055                  0.0
     715.0                 42.0    82.27200000000056                  0.0
    1190.0                 59.0   116.41350000000132                  0.0
    1254.0                 67.0   132.44950000000074                  0.0
    1023.0                 53.0   104.32100000000099                  0.0
     684.0                 39.0     76.2625000000005                  0.0
     765.0                 47.0    92.29700000000089                  0.0
     755.0                 42.0    82.28500000000066                  0.0
    1237.0                 60.0   118.35900000000112                  0.0
     801.0                 42.0     82.3190000000008                  0.0
    1127.0                 55.0   108.33800000000095                  0.0
    1816.0                 74.0   146.48949999999954                  0.0
    1521.0                 67.0   132.47900000000058                  0.0
     833.0                 46.0    90.31800000000091                  0.0
     774.0                 42.0    82.27950000000077                  0.0
    1713.0                 76.0    150.5229999999997                  0.0
    1053.0                 56.0   110.36500000000117                  0.0
    1186.0                 63.0   124.41250000000143                  0.0
    1807.0                 88.0   174.52799999999775                  0.0
     624.0                 34.0    66.22750000000045                  0.0
     664.0                 38.0    74.25050000000061                  0.0
    1812.0                 80.0   158.57249999999914                  0.0
    1454.0                 67.0   132.46050000000105                  0.0
     950.0                 54.0   106.35750000000097                  0.0
    1136.0                 57.0   112.40450000000133                  0.0
    1952.0                 79.0   156.55149999999918                  0.0
     509.0                 31.0    60.20800000000034                  0.0
    1618.0                 68.0     134.502500000001                  0.0
    1718.0                 76.0   150.55049999999983                  0.0
    1422.0                 66.0   130.42950000000096                  0.0
    1425.0                 69.0    136.4780000000006                  0.0
    1431.0                 64.0   126.42200000000143                  0.0
    1415.0                 66.0   130.43700000000106                  0.0
     800.0                 46.0    90.29450000000081                  0.0
     826.0                 50.0    98.33950000000101                  0.0
    1633.0                 67.0   132.45500000000112                  0.0
    1520.0                 66.0   130.48650000000103                  0.0
     959.0                 59.0   116.37100000000119                  0.0
    2218.0                 86.0   170.60749999999692                  0.0
    1231.0                 62.0    122.3690000000012                  0.0
     891.0                 52.0   102.35600000000093                  0.0
    1698.0                 80.0    158.5554999999985                  0.0
     479.0                 32.0   62.217000000000425                  0.0
