
########################################################################## 
################################ Settings ################################ 
########################################################################## 

Note: Using linear eps. decay. 

####### Hyperparameters ####### : 
batch_size: 256
 gamma: 0.99
 initial_epsilon: 1.0
 minimal_epsilon: 0.001
 epsilon_decay_rate: 0.003
 target_update_frequency: 50
 learning_rate: 2e-05
 memory_size: 1000000
 n_episodes: 670
 
####### Optimizer ####### : 
 Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 2e-05
    maximize: False
    weight_decay: 0
)

####### Loss function ####### : 
 MSELoss()

####### Network structure #######: 
 DeepQNetwork(
  (lin1): Linear(in_features=18, out_features=360, bias=True)
  (lin2): Linear(in_features=360, out_features=180, bias=True)
  (lin3): Linear(in_features=180, out_features=4, bias=True)
  (rectifier): ReLU()
)

########################################################################## 
################################## DATA ################################## 
########################################################################## 
    steps:              scores:             rewards:             epsilon:
     744.0                 10.0                 18.0                0.271
      47.0                  4.0                  6.0                0.268
     135.0                  6.0                 10.0                0.265
      26.0                  0.0                 -2.0                0.262
      87.0                  3.0                  4.0                0.259
     204.0                  2.0                  2.0                0.256
      50.0                  1.0                  0.0                0.253
     202.0                  6.0                 10.0                 0.25
     207.0                  4.0                  6.0                0.247
     116.0                  5.0                  8.0                0.244
     138.0                  6.0                 10.0                0.241
     365.0                 12.0                 22.0                0.238
      89.0                  3.0                  4.0                0.235
     615.0                  1.0                  2.0  0.23199999999999998
     131.0                  3.0                  4.0  0.22899999999999998
     199.0                  6.0                 10.0  0.22599999999999998
       0.0                  0.0                 -2.0  0.22299999999999998
      80.0                  3.0                  4.0  0.21999999999999997
       5.0                  0.0                 -2.0  0.21699999999999997
     535.0                  0.0                 -2.0  0.21399999999999997
     322.0                  4.0                  6.0  0.21099999999999997
      63.0                  3.0                  4.0  0.20799999999999996
      74.0                  4.0                  6.0  0.20499999999999996
      52.0                  3.0                  4.0  0.20199999999999996
     661.0                  1.0                  2.0  0.19899999999999995
     221.0                  5.0                  8.0  0.19599999999999995
     201.0                  5.0                  8.0  0.19299999999999995
     100.0                  3.0                  4.0  0.18999999999999995
      86.0                  2.0                  2.0  0.18699999999999994
      30.0                  1.0                  0.0  0.18399999999999994
       0.0                  0.0                 -2.0  0.18099999999999994
      43.0                  1.0                  0.0  0.17799999999999994
     651.0                 13.0                 24.0  0.17499999999999993
     115.0                  5.0                  8.0  0.17199999999999993
      42.0                  2.0                  2.0  0.16899999999999993
     229.0                  8.0                 14.0  0.16600000000000004
     118.0                  5.0                  8.0  0.16300000000000003
      95.0                  5.0                  8.0  0.16000000000000003
      66.0                  4.0                  6.0  0.15700000000000003
     282.0                 13.0                 24.0  0.15400000000000003
      74.0                  3.0                  4.0  0.15100000000000002
     251.0                  4.0                  6.0  0.14800000000000002
     664.0                  3.0                  6.0  0.14500000000000002
     149.0                  5.0                  8.0  0.14200000000000002
     136.0                  5.0                  8.0                0.139
     117.0                  6.0                 10.0                0.136
     425.0                 16.0                 30.0                0.133
     150.0                  3.0                  4.0                 0.13
     375.0                 12.0                 22.0                0.127
     377.0                 12.0                 22.0                0.124
     407.0                 14.0                 26.0                0.121
     199.0                  9.0                 16.0                0.118
      49.0                  1.0                  0.0  0.11499999999999999
      18.0                  1.0                  0.0  0.11199999999999999
      44.0                  1.0                  0.0  0.10899999999999999
     368.0                  5.0                  8.0  0.10599999999999998
     757.0                  6.0                 10.0  0.10299999999999998
     218.0                 14.0                 26.0  0.09999999999999998
       9.0                  0.0                 -2.0  0.09699999999999998
     211.0                  8.0                 14.0  0.09399999999999997
     397.0                  8.0                 14.0  0.09099999999999997
     605.0                  1.0                  2.0  0.08799999999999997
     546.0                 22.0                 42.0  0.08499999999999996
     392.0                 13.0                 24.0  0.08199999999999996
     658.0                  3.0                  6.0  0.07899999999999996
      14.0                  1.0                  0.0  0.07599999999999996
     364.0                 12.0                 22.0  0.07299999999999995
     137.0                  6.0                 10.0  0.06999999999999995
       3.0                  0.0                 -2.0  0.06699999999999995
     185.0                  7.0                 12.0  0.06399999999999995
     666.0                  2.0                  4.0  0.06099999999999994
     860.0                 22.0                 42.0  0.05799999999999994
     121.0                  2.0                  2.0  0.05499999999999994
     194.0                  4.0                  6.0 0.051999999999999935
     129.0                 10.0                 18.0  0.04899999999999993
     609.0                  1.0                  2.0  0.04599999999999993
     317.0                 12.0                 22.0  0.04299999999999993
     953.0                 20.0                 38.0 0.040000000000000036
     621.0                  2.0                  4.0  0.03700000000000003
     854.0                 10.0                 20.0  0.03400000000000003
     581.0                  7.0                 12.0 0.031000000000000028
     932.0                  6.0                 12.0 0.028000000000000025
     108.0                  8.0                 14.0 0.025000000000000022
     974.0                 23.0                 44.0  0.02200000000000002
    1885.0                 30.0                 58.0 0.019000000000000017
    1304.0                 39.0                 76.0 0.016000000000000014
    1835.0                 38.0                 74.0 0.013000000000000012
     734.0                 28.0                 54.0 0.010000000000000009
     707.0                  4.0                  8.0 0.007000000000000006
    1247.0                 30.0                 60.0 0.0040000000000000036
    1300.0                 41.0                 80.0 0.0010000000000000009
     390.0                 21.0                 40.0                0.001
    1251.0                 29.0                 58.0                0.001
    1541.0                 25.0                 50.0                0.001
     993.0                 18.0                 36.0                0.001
    1314.0                  7.0                 14.0                0.001
     632.0                  2.0                  4.0                0.001
    1406.0                 27.0                 54.0                0.001
     676.0                  5.0                 10.0                0.001
     546.0                 15.0                 28.0                0.001
    1594.0                 46.0                 90.0                0.001
    1488.0                 32.0                 64.0                0.001
    1382.0                 42.0                 82.0                0.001
    1282.0                 34.0                 68.0                0.001
     874.0                 36.0                 70.0                0.001
     826.0                 14.0                 28.0                0.001
     695.0                 28.0                 54.0                0.001
     699.0                  7.0                 14.0                0.001
     491.0                 25.0                 48.0                0.001
    1067.0                 20.0                 40.0                0.001
     448.0                 23.0                 44.0                0.001
    2647.0                 59.0                116.0                0.001
    2112.0                 56.0                110.0                0.001
     715.0                  8.0                 16.0                0.001
    3171.0                 60.0                118.0                0.001
    2248.0                 46.0                 92.0                0.001
    1196.0                 24.0                 48.0                0.001
     797.0                 31.0                 60.0                0.001
    1628.0                 52.0                102.0                0.001
    1066.0                 16.0                 32.0                0.001
    2207.0                 45.0                 88.0                0.001
     786.0                  7.0                 14.0                0.001
     796.0                 26.0                 50.0                0.001
    1106.0                 28.0                 56.0                0.001
    1751.0                 42.0                 84.0                0.001
    1226.0                 25.0                 50.0                0.001
     910.0                 19.0                 38.0                0.001
    1854.0                 59.0                116.0                0.001
    2672.0                 51.0                100.0                0.001
     322.0                 19.0                 36.0                0.001
     950.0                 37.0                 72.0                0.001
    1354.0                 43.0                 84.0                0.001
    1386.0                 50.0                 98.0                0.001
    2298.0                 55.0                108.0                0.001
    1529.0                 52.0                102.0                0.001
     914.0                 40.0                 78.0                0.001
    1292.0                 49.0                 96.0                0.001
    3016.0                 67.0                132.0                0.001
    2135.0                 61.0                120.0                0.001
    1781.0                 59.0                116.0                0.001
    1957.0                 56.0                110.0                0.001
    3315.0                 76.0                150.0                0.001
     796.0                 40.0                 78.0                0.001
    2060.0                 58.0                114.0                0.001
     858.0                 39.0                 76.0                0.001
     108.0                  5.0                  8.0                0.001
    1049.0                 49.0                 96.0                0.001
    2502.0                 55.0                110.0                0.001
    2092.0                 58.0                114.0                0.001
     825.0                 38.0                 74.0                0.001
    2003.0                 60.0                118.0                0.001
    2340.0                 64.0                128.0                0.001
     626.0                  2.0                  4.0                0.001
    2197.0                 64.0                126.0                0.001
    1823.0                 56.0                110.0                0.001
     939.0                 41.0                 80.0                0.001
     814.0                 42.0                 82.0                0.001
    1873.0                 59.0                116.0                0.001
     851.0                 36.0                 70.0                0.001
    1400.0                 51.0                100.0                0.001
    1935.0                 60.0                118.0                0.001
    1477.0                 52.0                102.0                0.001
    1366.0                 53.0                104.0                0.001
    3790.0                 85.0                168.0                0.001
    1281.0                 48.0                 94.0                0.001
    1212.0                 47.0                 92.0                0.001
    2686.0                 63.0                124.0                0.001
    2688.0                 69.0                136.0                0.001
    2426.0                 73.0                144.0                0.001
    1540.0                 63.0                124.0                0.001
     629.0                 36.0                 70.0                0.001
    1723.0                 61.0                120.0                0.001
     835.0                 40.0                 78.0                0.001
    2581.0                 59.0                116.0                0.001
    2098.0                 64.0                126.0                0.001
    2176.0                 69.0                136.0                0.001
    2333.0                 74.0                146.0                0.001
    2702.0                 63.0                124.0                0.001
    1721.0                 60.0                118.0                0.001
    2001.0                 62.0                122.0                0.001
    2898.0                 75.0                148.0                0.001
    2288.0                 68.0                134.0                0.001
    2333.0                 70.0                138.0                0.001
    1096.0                 42.0                 82.0                0.001
    2672.0                 77.0                152.0                0.001
    1736.0                 58.0                114.0                0.001
    2916.0                 70.0                138.0                0.001
    1738.0                 68.0                134.0                0.001
    2259.0                 61.0                120.0                0.001
    1781.0                 63.0                124.0                0.001
     501.0                 32.0                 62.0                0.001
    2800.0                 81.0                160.0                0.001
    1279.0                 55.0                108.0                0.001
    2849.0                 73.0                144.0                0.001
     907.0                 44.0                 86.0                0.001
    1625.0                 65.0                128.0                0.001
    1452.0                 59.0                116.0                0.001
    1636.0                 61.0                120.0                0.001
     451.0                 25.0                 48.0                0.001
    1964.0                 69.0                136.0                0.001
    1567.0                 57.0                112.0                0.001
    1073.0                 50.0                 98.0                0.001
    2418.0                 73.0                144.0                0.001
    2813.0                 82.0                162.0                0.001
    1446.0                 58.0                114.0                0.001
    1470.0                 59.0                116.0                0.001
    1189.0                 50.0                 98.0                0.001
    1417.0                 48.0                 94.0                0.001
    1808.0                 59.0                116.0                0.001
    1646.0                 57.0                112.0                0.001
    1135.0                 46.0                 90.0                0.001
    1290.0                 52.0                102.0                0.001
     938.0                 47.0                 92.0                0.001
    2260.0                 67.0                132.0                0.001
    1510.0                 60.0                118.0                0.001
    3389.0                 74.0                146.0                0.001
    2411.0                 71.0                140.0                0.001
    2068.0                 69.0                136.0                0.001
    1608.0                 62.0                122.0                0.001
    1572.0                 60.0                118.0                0.001
    1245.0                 51.0                100.0                0.001
     834.0                 40.0                 78.0                0.001
    1485.0                 60.0                118.0                0.001
     823.0                 43.0                 84.0                0.001
    1845.0                 65.0                128.0                0.001
    1084.0                 48.0                 94.0                0.001
    1188.0                 51.0                100.0                0.001
    1626.0                 69.0                136.0                0.001
    1452.0                 60.0                118.0                0.001
    1079.0                 51.0                100.0                0.001
    1538.0                 44.0                 88.0                0.001
    1405.0                 55.0                108.0                0.001
    1725.0                 51.0                102.0                0.001
